,model_name,note,loss,acc,prec0,prec1,rec0,rec1,f1sc0,f1sc1,sup0,sup1,mcc
5,LSTM,1_wt_avg,0.6044599306583405,0.7174804759025575,0.7959759733436748,0.6576828221044881,0.69654873243022,0.73247088581805,0.7337726391233321,0.6803571546249964,80.49748743718592,60.49828178694158,0.4252189474313218
5,LSTM,2_wt_avg,0.607908353805542,0.7150408035516739,0.8059136909748664,0.6119799435035145,0.6734540009075131,0.7296914368061953,0.7252870602161818,0.6539384912582346,80.49748743718592,60.49828178694158,0.3997123121106959
5,LSTM,3_wt_avg,0.6404532432556151,0.6927513468265534,0.7987708445732021,0.6330988626167842,0.6489468968984945,0.7710734955444668,0.7011464128190823,0.6770797685526734,80.49748743718592,60.49828178694158,0.41050441743389954
5,LSTM,4_wt_avg,0.6077833741903305,0.7049947553873063,0.7985331880428105,0.6242431461570652,0.6737461623906721,0.758299885464036,0.7225259149267873,0.6764042957543,80.49748743718592,60.49828178694158,0.41061072555049744
5,LSTM,5_wt_avg,0.6397348099946976,0.7058970695734024,0.7881940732575486,0.663798006406924,0.6928685330863124,0.7380627785282121,0.7236776040563447,0.6790766280275715,80.49748743718592,60.49828178694158,0.4239471792827505
5,LSTM,6_wt_avg,0.6103569346666335,0.7198400229215622,0.8053453407284127,0.6495217576710417,0.6735941468608091,0.7799340540089318,0.72548563219344,0.7010289591438267,80.49748743718592,60.49828178694158,0.4374021433538265
5,LSTM,7_wt_avg,0.6010477650165558,0.7106871712207794,0.7889508701467022,0.6442046766584764,0.6671920668512981,0.7593081426249854,0.7173148295544362,0.6901830792176765,80.49748743718592,60.49828178694158,0.4152958858297716
5,LSTM,8_wt_avg,0.6164317542314529,0.6949617785215378,0.7796431595180857,0.6041582414821379,0.6791473086553753,0.7012581078378531,0.7210465739410408,0.6433745973309928,80.49748743718592,60.49828178694158,0.36768508238720365
5,LSTM,9_wt_avg,0.6159231847524644,0.7194970339536666,0.8109070776563291,0.6523359825842574,0.6859537633162336,0.7836444772622999,0.7317203900589704,0.6955052358481674,80.49748743718592,60.49828178694158,0.446650464079532
5,LSTM,10_wt_avg,0.6052294147014619,0.7098362445831299,0.7964670153269399,0.6351479425358332,0.6797574164646368,0.7558975922539166,0.7241395255319394,0.6809928167970453,80.49748743718592,60.49828178694158,0.4167011947564031
5,LSTM,11_wt_avg,0.5968967050313949,0.7253506320714951,0.8053039566351093,0.6636209550712759,0.693672570270104,0.7768831789060955,0.7372215687977174,0.703670137299021,80.49748743718592,60.49828178694158,0.4565416544480533
5,LSTM,12_wt_avg,0.6106122648715973,0.687045112848282,0.7742786239004171,0.6341864013128201,0.6535592419996205,0.744493413342716,0.6987721275409722,0.6722392127266478,80.49748743718592,60.49828178694158,0.38759924206857066
5,LSTM,13_wt_avg,0.5950624591112137,0.7162874865531921,0.8027790917001677,0.6248824786605259,0.6732916906238064,0.5881541481273376,0.7225329853812416,0.6677083730365616,80.49748743718592,60.49828178694158,0.4164019838056923
5,LSTM,14_wt_avg,0.613725227713585,0.714896759390831,0.77739700720602,0.6743125487305373,0.7099872651136119,0.7459917350017411,0.7293367386504676,0.6942561460098474,80.49748743718592,60.49828178694158,0.4367984352126607
5,LSTM,15_wt_avg,0.5936645537614822,0.7198309010267258,0.7989451344168914,0.6613361408255444,0.6937108217363499,0.7559117096144321,0.7354921546256431,0.6976542693011101,80.49748743718592,60.49828178694158,0.4399427939192965
5,LSTM,16_wt_avg,0.6109793698787689,0.7242502051591873,0.792704546168188,0.6832975218515307,0.7079713723171785,0.7400397323428826,0.7396798646698943,0.6909450245479396,80.49748743718592,60.49828178694158,0.44777541286321637
5,LSTM,17_wt_avg,0.6108246815204621,0.7114837563037872,0.6706880425384711,0.651272219751282,0.6652703151658768,0.781130849924058,0.7097053398098836,0.701010342307832,80.49748743718592,60.49828178694158,0.4294448667585337
5,LSTM,18_wt_avg,0.6077718836069106,0.7055696493387222,0.8037807430087911,0.628583065210735,0.6532195921575094,0.7839186364474418,0.7134765354367546,0.6894278860913504,80.49748743718592,60.49828178694158,0.4191909331000951
5,LSTM,19_wt_avg,0.6131806170940399,0.705380471944809,0.802624229518064,0.6255633813405427,0.64852838075174,0.7752586769352912,0.7089514342709031,0.6861785424675785,80.49748743718592,60.49828178694158,0.4077470543738319
5,LSTM,20_wt_avg,0.6099976658821105,0.6942442172765733,0.7934677285305426,0.60723636495819,0.6592623790969302,0.7487109146721032,0.7131621399331379,0.6560620099567424,80.49748743718592,60.49828178694158,0.3875673753942702
5,LSTM,21_wt_avg,0.6072750568389893,0.7156535524129868,0.8047378940263252,0.6369881219984952,0.6736145970933417,0.7643194361508491,0.7255704089330849,0.6881685682083966,80.49748743718592,60.49828178694158,0.4231662022559191
5,LSTM,22_wt_avg,0.6102691000699998,0.7098692178726196,0.7978627342867661,0.6524859348695166,0.6810927376328298,0.7539813379352494,0.7257568884128992,0.686761299197668,80.49748743718592,60.49828178694158,0.4283325134307172
5,LSTM,23_wt_avg,0.6130296254158021,0.7072705781459808,0.7776996446911523,0.6381387025692984,0.6597340900679449,0.7627558235505636,0.7107626618883278,0.6909283219986609,80.49748743718592,60.49828178694158,0.3997208846383241
5,LSTM,24_wt_avg,0.5989629000425338,0.7221802270412445,0.7916726839213012,0.6686424312037125,0.6982480891083129,0.7668133802275706,0.7345004035195182,0.7050797030277122,80.49748743718592,60.49828178694158,0.4502575928122738
5,LSTM,25_wt_avg,0.6111016368865967,0.7019514465332032,0.790869137629954,0.6501283564007383,0.6708975470023998,0.749686196499257,0.713578333223858,0.6793982349583848,80.49748743718592,60.49828178694158,0.4139208134756517
5,LSTM,26_wt_avg,0.6154902011156083,0.7010499596595763,0.6577454863159703,0.6264275977374825,0.6562523641020024,0.7653474798229194,0.7009088334187688,0.6801385247626127,80.49748743718592,60.49828178694158,0.3971763429639686
5,LSTM,27_wt_avg,0.6031789714097977,0.7179670476913452,0.8060140481954272,0.6527836494136713,0.675600805248179,0.7702908929894982,0.7273490297557255,0.6979608956780771,80.49748743718592,60.49828178694158,0.4379559177265346
5,LSTM,28_wt_avg,0.6409819513559343,0.70234803378582,0.7847288936750076,0.6096889855796093,0.6814965291462048,0.711164519957728,0.7251079162577755,0.6524678645153644,80.49748743718592,60.49828178694158,0.3816898070306915
5,LSTM,29_wt_avg,0.6011349654197693,0.7181001329421997,0.8131235310913502,0.6092660444928167,0.6735291241674454,0.6089944695827049,0.7306315500133287,0.6605346763326979,80.49748743718592,60.49828178694158,0.4124807927737103
5,LSTM,30_wt_avg,0.6037654632329941,0.7195627051591874,0.810087789535687,0.6429557345765942,0.6825127404451371,0.7815435502215369,0.7344628087963382,0.6958000312804383,80.49748743718592,60.49828178694158,0.44514844873633513
5,LSTM,wt_avg,0.6105744688510893,0.7103759598533315,0.7875070726853391,0.6405989339425148,0.6760887093702695,0.7461676979466975,0.7221025435252596,0.6824777030086707,80.49748743718597,60.49828178694157,0.41908624733347505
